년도	분기	표준코드	분류	지점_명칭	지점_주소	심도	심도구분	수위	pH	EC	DO	ORP	T	Na+	K+	Ca2+	Mg2+	염소이온	황산이온	중탄산염이온	탄산염이온	질산염이온	질산성질소	카드뮴	비소	시안	수은	페놀	납	크롬	TCE	PCE	1.1.1-TCE	벤젠	톨루엔	에틸벤젠	크실렌	총대장균군	탁도
2013	1분기	GW-GAG-E1-0001	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	13	1	12.1	4.4	576	2.9	172	15.6	23	9.1	12	24.6	29.4	195.9	불검출	불검출	36.8	8.3	0.003	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	404.67
2013	1분기	GW-GAG-E1-0002	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	30	2	13.48	5.6	1241	7	207	15	21	3.4	115.2	83.9	7.9	669.3	27	불검출	4.3	1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	1분기	GW-GAG-E1-0003	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	150	3	기존공	6.9	133	7.5	98	15.6	4.8	0.5	14.6	2.2	6.9	17.9	40	불검출	1.5	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.17
2013	1분기	GW-GAG-E1-0004	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	12	1	5.01	6.4	408	0.4	-97	18.9	34.8	1.2	69.8	30.6	94.8	3.9	275	불검출	1.3	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	22.17
2013	1분기	GW-GAG-E1-0005	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	30	2	5.25	6.5	495	0.1	-75	17.1	25.5	2.2	37.3	20.1	42.8	11.8	176	불검출	2.1	0.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	1분기	GW-GAG-E1-0006	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	150	3	2.7	7	367	8.1	130	15.1	17.2	2.6	34.2	14.4	12.1	12.2	148	불검출	20.9	4.7	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.49
2013	1분기	GW-GAG-E1-0010	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	10	1	2.41	6.3	683	0.2	-104	16.8	65.6	7.4	21.7	22	120.3	45.2	77	불검출	1.2	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	3.79
2013	1분기	GW-GAG-E1-0011	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	30	2	2.29	7.4	3740	0.1	-106	16.9	677.5	15.6	30.5	39.5	998.2	132	111	불검출	불검출	불검출	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	6.57
2013	1분기	GW-GAG-E1-0012	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	80	3	4.02	6.8	36500	0.1	-101	17.9	5683.2	71.3	2014.4	1558.4	14503.4	1420.6	120	불검출	1	0.2	불검출	불검출	불검출	불검출	불검출	불검출	0.06	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	15.4
2013	1분기	GW-GAG-E1-0007	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	10	1	3.51	6.1	322	0.7	-148	15.8	24.5	2.6	10.1	7.8	35.6	23.8	55	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	71.37
2013	1분기	GW-GAG-E1-0008	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	30	2	3.61	6.3	233	0.1	-201	15.9	21.3	1.8	3.5	3.6	27	3	42	불검출	1.2	0.3	불검출	0.008	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	68.87
2013	1분기	GW-GAG-E1-0009	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	120	3	기존공	6.7	182	3.8	-42	16.3	11.9	3.4	10.3	6.1	10.6	7	67	불검출	4.2	0.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.27
2013	1분기	GB-GYS-E1-0001	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	20	1	4.45	6.7	628	1.2	236	16.3	34.6	2.6	86.3	35.8	70.2	67.6	281	불검출	2.7	0.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GB-GYS-E1-0002	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	50	2	4.38	6.8	654	0.5	212	16.3	38.3	2.8	87	35.8	93	91.4	234	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GJ-BKK-E1-0001	산업단지	광주월출	광주시 북구 월출동 971-35	60	3	기존공	6.9	357	3.1	-13	17.5	28.2	1.3	25.7	4.5	19	7.1	126	불검출	1.8	0.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	DE-DSG-E1-0001	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	10	1	2.05	6.6	246	0.5	617	17.5	8.6	1	14.2	8.9	9.5	불검출	109	불검출	0.5	0.1	불검출	0.026	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	DE-DSG-E1-0002	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	29	2	2.1	7	532	3	204	17.2	15.7	2.9	59.1	23	53.4	37	132	불검출	51.5	11.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	DE-DSO-E1-0001	산업단지	대구대천	대구시 달서구 대천동 695	14	1	4.13	7	984	0.3	104	21.3	127.2	11.2	89.1	19.2	39.5	250.8	306	불검출	1	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	DE-DSO-E1-0002	산업단지	대구대천	대구시 달서구 대천동 695	32	2	6.04	6.9	835	0.6	-23	18.9	64.8	3.1	96.6	24.6	66.7	156.7	256	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	DE-SOG-E1-0001	산업단지	대구비산	대구시 서구 비산동 3064	12	1	6.82	8.7	4770	2.4	-175	24	1152.9	10.6	41.5	27.8	58.4	1720.6	993	불검출	불검출	불검출	불검출	0.141	-	불검출	불검출	불검출	불검출	-	-	-	불검출	불검출	0.001	0.001	-	-
2013	1분기	DE-SOG-E1-0002	산업단지	대구비산	대구시 서구 비산동 3064	30	2	8.53	6.4	1157	0.3	141	21.1	39.5	4.4	153.8	52.4	107.5	26.1	555	불검출	불검출	불검출	불검출	불검출	-	불검출	불검출	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GN-MRY-E1-0004	하수처리시설	밀양기산	경남 밀양시 상남면 기산리 34-2번지	100	3	기존공	5.5	339	0.1	131	17.9	20.9	2.4	21	7.1	25	56.2	37	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	8.49
2013	1분기	GN-SAC-E1-0001	산업단지	사천사남	경남 사천시 사남면 방지리 200	8	1	5.58	7	1158	3.6	200	22.4	103	15.4	49.6	56.8	38.8	139.3	440	불검출	6.6	1.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	8	-
2013	1분기	GN-SAC-E1-0002	산업단지	사천사남	경남 사천시 사남면 방지리 200	32	2	5.61	7.6	1195	0.6	-106	18.4	169	12.5	34.7	24.2	126.1	112.4	316	불검출	불검출	불검출	불검출	0.01	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-YAS-E1-0001	산업단지	양산교동	경남 양산시 교동 90	7.5	1	1.14	6.8	357	2	136	17	35.2	3.2	21.8	11	27.3	43.5	100	불검출	13.2	3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-YAS-E1-0002	산업단지	양산교동	경남 양산시 교동 90	36	2	1.46	7.5	407	0.2	-62	18.2	22.8	4.2	25.1	11.4	25.7	49.2	75	불검출	4.2	1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	23	-
2013	1분기	GN-YAS-E1-0003	산업단지	양산북정	경남 양산시 북정동 383	10	1	4.33	6.1	521	0.6	230	17.5	21.4	12.3	36.6	12.2	21	38.7	184	불검출	4.7	1.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-YAS-E1-0004	산업단지	양산북정	경남 양산시 북정동 383	30	2	4.25	7.5	586	0.7	-38	16.8	93.2	4.9	26	7.1	43.9	13.7	237	불검출	불검출	불검출	불검출	0.011	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GB-YJU-E1-0004	산업단지	영주대촌	경북 영주시 봉현면 대촌리 170번지	80	3	기존공	6.5	220	4.5	179	14.6	12.9	1.5	21.5	3.3	11.4	10.4	57	불검출	31.3	7.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.08
2013	1분기	US-DGU-E1-0001	산업단지	울산방어	울산시 동구 방어동 1053	10	1	4.16	6	708	0.8	548	16.3	60.2	3.4	39.4	21.3	32.9	86.7	164	불검출	26.9	6.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-DGU-E1-0002	산업단지	울산방어	울산시 동구 방어동 1053	30	2	5.29	6.2	792	0.2	401	16.5	58.3	4.5	50.3	23.9	34.4	93.8	195	불검출	26.9	6.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-NMU-E1-0001	산업단지	울산선암	울산시 남구 선암동 180	10	1	6.01	6.2	481	1.6	307	16.7	32.3	1	35.9	14.6	46.2	17.4	142	불검출	15.4	3.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-NMU-E1-0002	산업단지	울산선암	울산시 남구 선암동 180	30	2	6.2	7.1	573	0.4	145	17.2	23.5	1.5	50.7	26.6	43.9	4.8	242	불검출	1.3	0.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-UJU-E1-0001	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	10	1	자분정	7.4	644	3.9	14	15.9	39.2	7	36.3	24.6	70.3	21.2	170	불검출	1.2	0.3	불검출	0.011	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-UJU-E1-0002	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	30	2	자분정	7.4	646	0.2	-28	16.1	47	3.5	38.4	18.8	67.4	11.8	187	불검출	1	0.2	불검출	0.018	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-BKU-E1-0001	산업단지	울산효문	울산시 북구 효문동 767	10	1	3.25	5.9	393	4	290	15.2	47.3	7	8.2	7.1	32.3	60.4	55	불검출	17.6	4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	US-BKU-E1-0002	산업단지	울산효문	울산시 북구 효문동 767	25	2	5.57	5.7	600	2.4	316	16.3	46.1	9.7	25	21.1	86.6	77.6	46	불검출	37.8	8.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	CB-UMS-E1-0001	산업단지	음성대풍	충북 음성군 대소면 대풍리 38-2	80	3	기존공	6.9	248	5	-3	15.4	13.3	1.7	24.9	7.2	12.1	8.5	89	불검출	16	3.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GN-URG-E1-0004	하수처리시설	의령무전	경남 의령군 의령읍 무전리 78번지	160	3	기존공	6.9	735	0.2	104	17	30.7	1.2	96	16.7	20.6	111.3	241	불검출	4.8	1.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.93
2013	1분기	GW-JSN-E1-0013	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	7.5	1	4.76	7.3	368	7.2	77	14.8	4.3	1.8	63.6	6.1	8.5	18.2	171	불검출	9.1	2	불검출	0.006	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.12
2013	1분기	GW-JSN-E1-0014	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	27	2	4.72	7.5	382	8.6	63	12.7	5.7	2	62.8	7	10.9	37.8	149	불검출	8	1.8	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.08
2013	1분기	GW-JSN-E1-0009	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	10	1	4.52	6.4	248	6.5	159	13.7	14.6	3.6	25.1	3.6	11.4	12.8	78	불검출	15	3.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.24
2013	1분기	GW-JSN-E1-0010	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	30	2	4.6	7.7	411	0.1	20	13.8	47.4	2.6	29.2	6.2	17.4	24.4	162	불검출	3.1	0.7	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.5
2013	1분기	GW-JSN-E1-0011	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	10	1	4.16	6.8	345	7.5	66	13.8	6	2.6	40.4	7.2	15.3	17.2	98	불검출	33	7.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	23	0.91
2013	1분기	GW-JSN-E1-0012	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	30	2	4.24	9	349	1.2	-4	12.9	44.6	15	14.3	2.5	10.8	25.4	104	4	19.7	4.4	불검출	0.007	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	8	0.93
2013	1분기	GW-JSN-E1-0007	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	10	1	3.72	5.9	273	5.8	106	14.9	10.2	2.6	30.4	5.6	14	14.8	71	불검출	26	5.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.3
2013	1분기	GW-JSN-E1-0008	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	34	2	3.73	7.7	1679	0.4	-222	14.6	311.2	10.9	20.7	13.6	90.5	15.9	729	불검출	1.3	0.3	불검출	0.006	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	1분기	CB-GPN-E1-0001	산업단지	증평미암	충북 증평군 증평읍 미암리 603	100	3	3.62	7.2	248	5.8	18	15.2	20.1	1.7	19.5	5.9	13.6	14	72	불검출	19.3	4.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-HIN-E1-0004	산업단지	진주상평	경남 진주시 상평동 268-2	10	1	5.47	6.5	400	4.8	254	19	34	4	35.6	4.5	31.5	22.4	76	불검출	53.5	12.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-HIN-E1-0005	산업단지	진주상평	경남 진주시 상평동 268-2	29	2	5.62	6.5	318	1.6	240	18	23.5	1.5	23.2	4.1	27.7	14.4	58	불검출	34.6	7.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GN-HIN-E1-0014	하수처리시설	진주소문	경남 진주시 문산읍 소문리 786-1번지	111	3	기존공	7.8	498	0.1	-144	18	38	1.3	49.5	6.1	19.5	50.9	170	불검출	2.4	0.6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.54
2013	1분기	GN-HIN-E1-0006	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	15	1	11.72	6.9	730	5.9	382	20.4	32.1	4.3	68.6	22.8	77	38.2	185	불검출	27.8	6.3	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	-
2013	1분기	GN-HIN-E1-0007	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	29	2	12.78	6.9	687	5.6	228	16.2	28.8	2	66.7	22.1	64.6	34.2	175	불검출	30.7	6.9	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	-
2013	1분기	CB-JIC-E1-0007	산업단지	진천광혜원	충북 진천군 광혜원면 광혜원리	140	3	3.18	6.6	355	0.8	-15	14.2	15.5	3.6	32.9	8.4	39.1	8.1	105	불검출	2.3	0.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	33	-
2013	1분기	GN-CWN-E1-0001	광산	창원월계	경남 창원시 의창구 북면 월계리103-1번지	120	3	기존공	7.2	376	1.6	90	17.8	28.5	0.5	62	5.3	22	32.9	165	불검출	21.9	4.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	5	0.32
2013	1분기	GN-CWN-E1-0002	광산	창원화양	경남 창원시 의창구 동읍 화양리 41번지	155	3	기존공	8.1	220	0.1	323	17.1	26.8	0.2	21.4	0.3	5.9	36.3	70	불검출	불검출	불검출	불검출	0.007	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.77
2013	1분기	CB-CHW-E1-0007	산업단지	청원양청	충북 청원군 오창읍 양청리 811	120	3	기존공	6.5	149	6.7	143	16.2	18.7	1	12.5	2	5.9	4.9	74	불검출	2.3	0.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	1분기	GW-PCG-E1-0010	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	10	1	7.98	6	325	6.8	134	12.7	15.2	1.8	33.4	4.2	42	20.5	17	불검출	40.6	9.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	35.43
2013	1분기	GW-PCG-E1-0011	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	27	2	8.08	6.8	241	6.3	126	15.7	14	1	20.8	4.7	15.6	3.2	25	불검출	63.6	14.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.2
2013	1분기	GW-PCG-E1-0012	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	100	3	3.69	8.1	264	4.4	86	17	26.6	0.9	22.8	3.2	11.8	6.9	79	불검출	33	7.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.92
2013	1분기	GW-PCG-E1-0007	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	10	1	5.38	6.1	213	7.4	138	14.2	14.6	0.6	21.3	2.9	27.7	3.6	44	불검출	12.8	2.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.7
2013	1분기	GW-PCG-E1-0008	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	25	2	5.93	5.9	927	1.9	107	11.4	25.9	1.6	90.1	21.5	199.7	3.5	73	불검출	32.2	7.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.11
2013	1분기	GW-PCG-E1-0009	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	100	3	5.76	6.5	526	4.5	68	11.6	22	1.3	55.2	12.2	85.5	2.6	72	불검출	48.4	10.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.09
2013	1분기	GG-PTK-E1-0007	산업단지	평택노와	경기도 평택시 팽성읍 노와리 155-1	80	3	기존공	7	369	8.5	91	19.3	22.4	2	24.8	8.9	40	8.2	49	불검출	43.8	9.9	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0008	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	10	1	1.51	7.8	1003	8.2	234	14.6	115	50.1	46.6	29.4	192.1	27.6	313	불검출	불검출	불검출	불검출	0.006	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0009	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	30	2	4.69	8	1587	0.2	-16	15.3	290	46.9	49.6	59.8	418.1	40.8	432	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	0.02	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0004	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	10	1	6.17	6.4	671	6.7	335	18.8	49.2	13.4	83.6	28.2	36.4	317.5	68	불검출	9.6	2.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0005	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	33	2	11.48	6.1	233	0.2	135	17.9	45	3.3	6.2	4.5	26.7	71.5	26	불검출	1.1	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0006	산업단지	포항청림	경북 포항시 남구 청림동 914-2	10	1	1.86	6.1	413	6.2	380	16.2	29.9	6.4	39.2	11.5	63.8	59.6	72	불검출	6.7	1.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0007	산업단지	포항청림	경북 포항시 남구 청림동 914-2	30	2	5.92	7.9	1560	0.1	-42	17.4	280.5	8.7	6.1	3.1	263	4.1	292	불검출	0.9	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	-
2013	1분기	GB-KPO-E1-0010	산업단지	포항호동	경북 포항시 남구 호동 628	10	1	5.78	6.5	1262	4.5	308	18.1	60.1	9.6	228.1	75.4	13.7	741.4	306	불검출	3.2	0.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	22	-
