년도	분기	표준코드	분류	지점_명칭	지점_주소	심도	심도구분	수위	pH	EC	DO	ORP	T	Na+	K+	Ca2+	Mg2+	염소이온	황산이온	중탄산염이온	탄산염이온	질산염이온	질산성질소	카드뮴	비소	시안	수은	페놀	납	크롬	TCE	PCE	1.1.1-TCE	벤젠	톨루엔	에틸벤젠	크실렌	총대장균군	탁도
2013	1분기	GB-KPO-E1-0011	산업단지	포항호동	경북 포항시 남구 호동 628	30	2	6.28	6.6	1950	0.3	4	17.2	342.8	11.8	111.9	59.5	38.6	824.2	512	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	-
2013	2분기	GW-GAG-E1-0001	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	13	1	11.84	4.42	545	4.2	138	15.2	20.2	9.7	16.9	31.3	26.3	203.8	3	불검출	32.8	7.4	0.002	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	1462
2013	2분기	GW-GAG-E1-0002	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	30	2	13.54	5.6	1148	6.4	195	15.7	26.3	2.3	82	98.6	7.9	643.3	22	불검출	4.6	1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.32
2013	2분기	GW-GAG-E1-0003	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	150	3	기존공	6.52	136	5.3	92	17.3	6.8	0.4	18.5	2.5	7	19.3	41	불검출	1.9	0.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	2분기	GW-GAG-E1-0004	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	12	1	4.67	6.36	838	0.3	-23	20.5	52.3	1.2	56.7	34	124.6	6.5	301	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	0.02	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	61.9
2013	2분기	GW-GAG-E1-0005	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	30	2	5.17	6.52	488	0.1	64	17.3	25.7	2.2	35.4	23.9	44.7	14.8	179	불검출	2.7	0.6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.15
2013	2분기	GW-GAG-E1-0006	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	150	3	1.52	7.33	377	6.5	91	16	14.2	2.5	30.1	16.1	16.3	14.1	132	불검출	19.4	4.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.34
2013	2분기	GW-GAG-E1-0010	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	10	1	2.17	6.07	441	1.1	-9	16.2	38.9	3.8	19.2	15.8	65.8	50.6	56	불검출	2.1	0.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	2분기	GW-GAG-E1-0011	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	30	2	2.06	7.42	3420	0.1	-149	17.2	563.6	13.9	23.6	37.1	860.9	124	112	불검출	2.3	0.5	불검출	불검출	불검출	불검출	불검출	불검출	0.02	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	2분기	GW-GAG-E1-0012	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	80	3	3.79	6.63	34900	0.4	-87	18.9	5100	64.5	1920	1276.2	13170.9	1435.3	120	불검출	2.2	0.5	불검출	불검출	불검출	불검출	불검출	불검출	0.11	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	6.55
2013	2분기	GW-GAG-E1-0007	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	10	1	3.45	6.41	315	1.1	-59	16.1	21.9	1.9	12.3	8.5	33.3	25.9	56	불검출	1	0.2	불검출	불검출	불검출	불검출	불검출	불검출	0.02	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	87.2
2013	2분기	GW-GAG-E1-0008	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	30	2	3.65	6.53	216	0.6	-206	18.6	19.1	1.3	2.4	3.9	26.3	3.1	44	불검출	불검출	불검출	불검출	0.008	불검출	불검출	불검출	불검출	0.03	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	94.6
2013	2분기	GW-GAG-E1-0009	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	120	3	기존공	6.68	176	4.3	67	17.4	13.4	4.1	12.4	6.5	11.6	4.7	74	불검출	2.9	0.7	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.15
2013	2분기	GB-GYS-E1-0001	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	20	1	20.27	6.91	809	0.5	134	17.5	32.6	2.2	62	36.5	39.8	39.7	308	불검출	2.3	0.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	14.2
2013	2분기	GB-GYS-E1-0002	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	50	2	34.64	7.67	707	2.6	115	17.6	44	2.6	61.2	39.8	75.4	67.2	271	불검출	1.9	0.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	130	98.5
2013	2분기	GJ-BKK-E1-0001	산업단지	광주월출	광주시 북구 월출동 971-35	60	3	기존공	8.07	265	3.7	6	18.4	33	2.4	21.2	0.6	13.1	5.8	102	불검출	1.8	0.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.91
2013	2분기	DE-DSG-E1-0001	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	10	1	2.13	7.14	258	0.2	-7	18.3	11.3	1.4	15.7	9.8	10.9	3.1	117	불검출	1.3	0.3	불검출	0.03	-	불검출	-	불검출	0.03	-	-	-	불검출	불검출	불검출	불검출	-	107
2013	2분기	DE-DSG-E1-0002	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	29	2	2.33	7.6	523	3.1	267	17.4	15.2	2.7	57	24.9	51.7	34.8	135	불검출	47.1	10.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.14
2013	2분기	DE-DSO-E1-0001	산업단지	대구대천	대구시 달서구 대천동 695	14	1	4.13	7.54	933	0.3	91	20.7	111.8	11.1	80.3	20.8	43.8	193.7	292	불검출	1.3	0.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	23	0.1
2013	2분기	DE-DSO-E1-0002	산업단지	대구대천	대구시 달서구 대천동 695	32	2	6.9	7.54	863	3.6	44	19.3	87.4	2.9	66	27.7	71.5	129.8	256	불검출	0.8	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.94
2013	2분기	DE-SOG-E1-0001	산업단지	대구비산	대구시 서구 비산동 3064	12	1	6.49	8.27	1830	0.5	-203	22.3	408.1	7.2	29.3	7.2	62.7	99.7	914	불검출	불검출	불검출	불검출	0.133	-	불검출	불검출	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.93
2013	2분기	DE-SOG-E1-0002	산업단지	대구비산	대구시 서구 비산동 3064	30	2	7.96	6.88	1168	1.1	112	21	50	3.9	154.5	36.5	114.9	26.4	555	불검출	불검출	불검출	불검출	0.005	-	불검출	불검출	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.35
2013	2분기	GN-MRY-E1-0004	하수처리시설	밀양기산	경남 밀양시 상남면 기산리 34-2번지	100	3	기존공	5.87	336	4.4	22	17.7	20.9	2.8	22.6	7.7	23.3	58.3	50	불검출	1.1	0.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	2	93
2013	2분기	GN-SAC-E1-0001	산업단지	사천사남	경남 사천시 사남면 방지리 200	8	1	5.54	7.66	980	3.5	137	25	117.8	14.7	58.1	18.6	31.8	147.1	416	불검출	2.7	0.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.17
2013	2분기	GN-SAC-E1-0002	산업단지	사천사남	경남 사천시 사남면 방지리 200	32	2	5.53	8.19	1011	0.8	29	18	165.4	11.8	32.7	25.4	140.6	107.7	283	불검출	불검출	불검출	불검출	0.006	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.94
2013	2분기	GN-YAS-E1-0001	산업단지	양산교동	경남 양산시 교동 90	7.5	1	1.41	7.06	339	1.6	22	17.7	28.2	2.7	21.3	9.2	25.2	43.4	70	불검출	13.2	3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	2300	0.52
2013	2분기	GN-YAS-E1-0002	산업단지	양산교동	경남 양산시 교동 90	36	2	1.39	7.71	370	0.1	-127	19.4	22.7	3.4	30.9	9.6	22.8	48	94	불검출	6.4	1.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.4
2013	2분기	GN-YAS-E1-0003	산업단지	양산북정	경남 양산시 북정동 383	10	1	4.39	7.7	546	0.2	-208	18.6	23.8	10	43.4	9.6	22.4	35.1	169	불검출	3.4	0.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.92
2013	2분기	GN-YAS-E1-0004	산업단지	양산북정	경남 양산시 북정동 383	30	2	4.32	6.59	474	0.5	-68	18.9	91.1	3.9	23.4	6.3	43.9	12.3	225	불검출	불검출	불검출	불검출	0.011	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	5	0.91
2013	2분기	GB-YJU-E1-0004	산업단지	영주대촌	경북 영주시 봉현면 대촌리 170번지	80	3	기존공	6.08	222	5.6	338	14.5	14.9	1.3	23	3.6	11.1	10.3	60	불검출	30.5	6.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.14
2013	2분기	US-DGU-E1-0001	산업단지	울산방어	울산시 동구 방어동 1053	10	1	4.16	6.2	607	0.5	-84	19.5	50.6	2.6	38.3	23.2	33.3	83.4	163	불검출	25.7	5.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.15
2013	2분기	US-DGU-E1-0002	산업단지	울산방어	울산시 동구 방어동 1053	30	2	5.31	6.43	695	0.3	-177	18.5	50.5	4	47.1	27.2	34.6	94.3	175	불검출	27.3	6.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.09
2013	2분기	US-NMU-E1-0001	산업단지	울산선암	울산시 남구 선암동 180	10	1	6.01	6.69	576	1	85	18.1	33	1.6	51.9	21.3	50.8	17.6	208	불검출	11.2	2.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.92
2013	2분기	US-NMU-E1-0002	산업단지	울산선암	울산시 남구 선암동 180	30	2	6.16	7.4	554	0.4	-6	16.5	21.9	1.4	45.1	28.4	35.8	4.6	247	불검출	1.2	0.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.29
2013	2분기	US-UJU-E1-0001	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	10	1	자분정	7.74	515	3.4	-131	17.5	32.6	5.9	34.5	24.2	71	18.8	158	불검출	불검출	불검출	불검출	0.016	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.92
2013	2분기	US-UJU-E1-0002	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	30	2	자분정	7.68	540	0.2	-262	16.9	41.3	2.8	38.2	20.8	70.4	12.7	183	불검출	불검출	불검출	불검출	0.018	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	5.4
2013	2분기	US-BKU-E1-0001	산업단지	울산효문	울산시 북구 효문동 767	10	1	3.36	6.28	365	3.8	132	17.3	49.8	5.6	11.8	7.3	32.3	59.4	67	불검출	14.3	3.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.28
2013	2분기	US-BKU-E1-0002	산업단지	울산효문	울산시 북구 효문동 767	25	2	3.35	6	558	3.4	102	17	50.1	7.3	27.9	22.3	88.1	78.3	47	불검출	37	8.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.42
2013	2분기	CB-UMS-E1-0001	산업단지	음성대풍	충북 음성군 대소면 대풍리 38-2	80	3	19.42	6.04	259	5.8	117	15.2	13.9	1.2	21.4	7.7	11.4	8.3	86	불검출	16.2	3.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.2
2013	2분기	GN-URG-E1-0004	하수처리시설	의령무전	경남 의령군 의령읍 무전리 78번지	160	3	기존공	6.97	636	1.1	63	18.8	31.7	1.2	88.3	18.6	21.5	94.2	248	불검출	4.8	1.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	8.89
2013	2분기	GW-JSN-E1-0013	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	7.5	1	4.25	7.63	371	6.6	166	16.3	5.8	2.4	49.8	7.7	9.5	46.1	122	불검출	10	2.3	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.12
2013	2분기	GW-JSN-E1-0014	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	27	2	4.23	7.66	374	6.9	304	16.2	6.8	2.1	49.6	8.1	9.2	56.1	112	불검출	8.8	2	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.08
2013	2분기	GW-JSN-E1-0009	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	10	1	4.66	6.78	359	2.4	177	15.3	14.8	4.4	42.2	6.9	17.5	21.3	112	불검출	27	6.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.2
2013	2분기	GW-JSN-E1-0010	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	30	2	4.74	8.03	401	0	11	14.4	47	2.6	25.9	6.6	17.6	25.4	157	불검출	3.4	0.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.15
2013	2분기	GW-JSN-E1-0011	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	10	1	4.22	7.07	362	5.9	71	14.6	7	2.2	43.5	7.5	14.9	17.1	95	불검출	41.1	9.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	2	0.1
2013	2분기	GW-JSN-E1-0012	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	30	2	4.1	9.22	349	0.2	-138	13	52	14.5	16.5	3	11.8	25.2	126	4	21.4	4.8	불검출	0.007	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.12
2013	2분기	GW-JSN-E1-0007	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	10	1	3.7	6.1	263	4.5	252	15.5	14.6	3	28.4	6.2	14.6	14.2	78	불검출	26.8	6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.14
2013	2분기	GW-JSN-E1-0008	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	34	2	3.71	8	1516	0.1	-121	15.1	305.8	9.1	16	12.2	86.4	18.6	659	불검출	1.2	0.3	불검출	0.006	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	2분기	CB-GPN-E1-0001	산업단지	증평미암	충북 증평군 증평읍 미암리 603	100	3	3.3	7	198	4.9	76	26.8	16.6	1.5	20.8	6.8	15.9	12.7	69	불검출	20.6	4.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	23	0.22
2013	2분기	GN-HIN-E1-0004	산업단지	진주상평	경남 진주시 상평동 268-2	10	1	5.49	6.9	384	3.2	256	18.2	29.6	4.7	36.1	5.2	33.6	23	77	불검출	58.1	13.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.12
2013	2분기	GN-HIN-E1-0005	산업단지	진주상평	경남 진주시 상평동 268-2	29	2	6.31	6.82	292	0.8	290	18	27.8	1.5	23.2	8.3	27.8	13.6	73	불검출	34.4	7.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.32
2013	2분기	GN-HIN-E1-0014	하수처리시설	진주소문	경남 진주시 문산읍 소문리 786-1번지	111	3	기존공	7.93	494	0	125	22.9	41.3	1.2	50.3	6.7	22.4	62.3	175	불검출	5.4	1.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	2	0.15
2013	2분기	GN-HIN-E1-0006	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	15	1	13.53	6.67	654	6.1	73	17	26.3	1.6	58	20.7	62.7	30.5	152	불검출	32.4	7.3	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	0.32
2013	2분기	GN-HIN-E1-0007	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	29	2	13.97	6.91	564	3.9	134	18.4	27.5	1.8	48	24.4	49.2	25.5	160	불검출	35.7	8.1	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	0.32
2013	2분기	CB-JIC-E1-0007	산업단지	진천광혜원	충북 진천군 광혜원면 광혜원리	140	3	3.35	6.2	408	2.6	17	17.9	20.7	3.7	30.5	11.1	44.3	6.6	115	불검출	1.5	0.4	불검출	불검출	-	불검출	-	불검출	0.03	-	-	-	불검출	불검출	불검출	불검출	<2	103
2013	2분기	GN-CWN-E1-0001	광산	창원월계	경남 창원시 의창구 북면 월계리103-1번지	120	3	기존공	7.49	412	2.9	83	18.7	32.2	0.6	50.5	6	22.2	29.8	150	불검출	20.4	4.6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.42
2013	2분기	GN-CWN-E1-0002	광산	창원화양	경남 창원시 의창구 동읍 화양리 41번지	155	3	기존공	7.31	286	2.6	120	18.5	20	0.7	35.8	2.8	11.6	30.8	106	불검출	1.9	0.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.22
2013	2분기	CB-CHW-E1-0007	산업단지	청원양청	충북 청원군 오창읍 양청리 811	120	3	기존공	6.12	165	4.8	104	16.1	16.7	1	11.8	1.9	5.6	5.1	68	불검출	2.7	0.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.92
2013	2분기	GW-PCG-E1-0010	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	10	1	7.32	6.32	64	6.4	175	16.5	7.7	0.6	4	0.8	5.5	6.4	21	불검출	2	0.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.48
2013	2분기	GW-PCG-E1-0011	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	27	2	7.5	8.24	236	2.4	96	12.2	13.4	1.1	21.8	4.7	14.9	3.3	36	불검출	52.6	11.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.27
2013	2분기	GW-PCG-E1-0012	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	100	3	3.44	7.2	305	6	96	13.5	18.7	1.2	29	5.8	15.6	7.5	65	불검출	57	12.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	7.5
2013	2분기	GW-PCG-E1-0007	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	10	1	5.1	6.41	246	7.4	148	12.1	16.9	0.8	26	4.5	37.9	3.3	49	불검출	19.3	4.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.18
2013	2분기	GW-PCG-E1-0008	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	25	2	5.1	6	923	2	122	12.6	31.8	1.7	85.4	24.3	210.3	4.4	72	불검출	35.7	8.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.14
2013	2분기	GW-PCG-E1-0009	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	100	3	기존공	6.64	527	6.5	112	11.4	27.8	1.2	47.3	14.2	90.5	2.6	70	불검출	46.3	10.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.16
2013	2분기	GG-PTK-E1-0007	산업단지	평택노와	경기도 평택시 팽성읍 노와리 155-1	80	3	10.3	6.87	356	7.4	146	21	20	1.5	28.5	8.6	40.4	11.2	47	불검출	46.6	10.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.12
2013	2분기	GB-KPO-E1-0008	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	10	1	1.63	8.48	1303	7.1	-167	19.5	170.3	41.7	34.2	38.2	247.9	2.7	343	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.8
2013	2분기	GB-KPO-E1-0009	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	30	2	4.68	8.19	2180	0.2	-222	15.8	419.6	52.2	50.5	57.6	592	17.2	507	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.92
2013	2분기	GB-KPO-E1-0004	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	10	1	5.73	6.5	854	6.3	295	20.6	58.9	12.2	94.4	34.2	28.4	379.3	63	불검출	16	3.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.11
2013	2분기	GB-KPO-E1-0005	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	33	2	11.45	6.02	274	0.6	196	18.4	43	3.2	7.8	4.7	25.2	75.9	27	불검출	1.2	0.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.91
2013	2분기	GB-KPO-E1-0006	산업단지	포항청림	경북 포항시 남구 청림동 914-2	10	1	5.84	6.91	406	5.2	382	19	42.5	7.6	32.8	13.7	61.1	68.4	80	불검출	14.4	3.3	불검출	0.026	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.52
2013	2분기	GB-KPO-E1-0007	산업단지	포항청림	경북 포항시 남구 청림동 914-2	30	2	5.86	8.7	1404	0.3	-126	17.5	352.5	8.6	9.2	4	365.1	13.7	324	불검출	1.4	0.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.34
2013	2분기	GB-KPO-E1-0010	산업단지	포항호동	경북 포항시 남구 호동 628	10	1	6.02	6.77	1517	1.8	116	18.6	62.7	11.4	204.8	97.4	11.8	790.3	305	불검출	3.7	0.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	5	0.9
