년도	분기	표준코드	분류	지점_명칭	지점_주소	심도	심도구분	수위	pH	EC	DO	ORP	T	Na+	K+	Ca2+	Mg2+	염소이온	황산이온	중탄산염이온	탄산염이온	질산염이온	질산성질소	카드뮴	비소	시안	수은	페놀	납	크롬	TCE	PCE	1.1.1-TCE	벤젠	톨루엔	에틸벤젠	크실렌	총대장균군	탁도
2013	3분기	GB-KPO-E1-0011	산업단지	포항호동	경북 포항시 남구 호동 628	30	2	5.79	6.2	2380	0.2	-123	17	458	10.9	129.1	55.4	57.3	1192.1	446	불검출	불검출	불검출	불검출	0.005	-	불검출	-	불검출	0.03	-	-	-	불검출	불검출	불검출	불검출	<2	46.2
2013	4분기	GW-GAG-E1-0001	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	13	1	12	5	439	5.8	128	11.9	16.4	5.8	17.7	28.9	23.2	180.9	2	불검출	36.9	8.3	0.002	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	79	3343
2013	4분기	GW-GAG-E1-0002	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	30	2	13.32	6.1	840	4.5	132	12.9	20	1.8	81.4	57.5	9.3	467.2	34	불검출	5	1.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	4분기	GW-GAG-E1-0003	기타(매립지)	강릉강동	강원도 강릉시 강동면 임곡리 산25	150	3	기존공	7.9	119	6.7	93	9.3	4.6	0.4	16.9	1.8	6.6	15.4	41	불검출	2.3	0.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.93
2013	4분기	GW-GAG-E1-0004	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	12	1	4.86	6.3	703	0.2	84	14.6	52.4	1.8	76.4	31.1	133.1	5.6	256	불검출	1.2	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	8.55
2013	4분기	GW-GAG-E1-0005	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	30	2	5.01	6.4	409	0.1	20	14.9	37.8	2.1	37.8	22.3	48.7	6.9	212	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.2
2013	4분기	GW-GAG-E1-0006	기타(도심지)	강릉교동	강원도 강릉시 교2동 408	150	3	11.24	7.1	286	5.8	4	13.1	22.8	2.4	28.7	13.6	12.5	11	149	불검출	19.3	4.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.53
2013	4분기	GW-GAG-E1-0010	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	10	1	2.66	7.2	1196	6.6	68	15.4	206.8	10.6	21.3	36.6	334.6	42.1	107	불검출	1.2	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	7.64
2013	4분기	GW-GAG-E1-0011	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	30	2	2.57	7.3	2129	0.2	-3	15.3	410.8	10.2	11.7	28.1	583	73.7	112	불검출	1.2	0.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	GW-GAG-E1-0012	기타(도심지)	강릉두산	강원도 강릉시 두산동 10	80	3	4.22	6.7	29210	0.2	-35	13.3	5088	59.3	1926.6	1344	13003	1393.1	131	불검출	2.3	0.5	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	10.1
2013	4분기	GW-GAG-E1-0007	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	10	1	3.57	6.5	283	0.1	-4	14.2	23	1.8	10.6	7.5	34.6	25	65	불검출	1.1	0.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	77.2
2013	4분기	GW-GAG-E1-0008	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	30	2	3.65	6.6	198	0.2	-68	14.9	20.4	1.1	2.7	3.7	26.8	2.7	42	불검출	0.9	0.2	불검출	0.007	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	123
2013	4분기	GW-GAG-E1-0009	기타(도심지)	강릉장현	강원도 강릉시 장현동 74-7	120	3	기존공	7	165	8.2	8	14.6	11.2	2.3	11	6.1	10.1	5.4	69	불검출	3.6	0.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.26
2013	4분기	GB-GYS-E1-0001	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	20	1	20.3	6.7	531	2.4	120	17	33.7	4.7	58.4	17.5	39.5	55.6	185	불검출	8.5	1.9	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	49	348
2013	4분기	GB-GYS-E1-0002	산업단지	경산진량	경북 경산시 진량읍 신상리 685-21	50	2	48.36	7.1	685	1.2	168	16.9	32.1	1.8	69.8	32.3	37.4	43.8	301	불검출	3.4	0.8	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	2	75.1
2013	4분기	GJ-BKK-E1-0001	산업단지	광주월출	광주시 북구 월출동 971-35	60	3	기존공	7.9	249	2.8	81	16.4	31	0.2	21	0.6	12	6.7	106	불검출	1.1	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.74
2013	4분기	DE-DSG-E1-0001	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	10	1	2.17	6.6	244	0.1	-108	17.1	9.6	0.9	10.8	9.4	9.9	불검출	102	불검출	1.1	0.2	불검출	0.03	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	119
2013	4분기	DE-DSG-E1-0002	관입화성암(화강암)	대구논공	충청남도 당진시 정미면 천의리 276-1	29	2	2.24	7	519	2	156	16.8	19	2.6	55.6	26	50.7	36.1	145	불검출	45.3	10.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.12
2013	4분기	DE-DSO-E1-0001	산업단지	대구대천	대구시 달서구 대천동 695	14	1	3.91	7.1	971	0.7	50	20.9	133	11	95.4	19	57.6	235.3	297	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	5	0.14
2013	4분기	DE-DSO-E1-0002	산업단지	대구대천	대구시 달서구 대천동 695	32	2	5.9	6.9	829	0.1	-31	19.5	74.4	2.7	91.3	25.5	74	145.3	251	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.35
2013	4분기	DE-SOG-E1-0001	산업단지	대구비산	대구시 서구 비산동 3064	12	1	6.69	10.8	6990	0.4	-281	20.1	1962	11.7	12.6	0.6	불검출	35.4	2962	1045	불검출	불검출	불검출	2.905	-	0.0074	불검출	0.02	0.03	-	-	-	불검출	불검출	불검출	불검출	-	2.46
2013	4분기	DE-SOG-E1-0002	산업단지	대구비산	대구시 서구 비산동 3064	30	2	8.73	6.3	1133	0.2	101	20.5	40.1	3.6	154.6	52.9	107.2	26.5	551	불검출	불검출	불검출	불검출	0.005	-	불검출	불검출	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.15
2013	4분기	GN-MRY-E1-0004	하수처리시설	밀양기산	경남 밀양시 상남면 기산리 34-2번지	100	3	기존공	6	365	0	75	17.6	31	2.4	21.7	7.9	34.3	63.6	45	불검출	1	0.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	230	55.8
2013	4분기	GN-SAC-E1-0001	산업단지	사천사남	경남 사천시 사남면 방지리 200	8	1	5.62	6.8	923	2.5	106	16.5	110.5	13.8	42.6	61.8	28.5	138.7	459	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.14
2013	4분기	GN-SAC-E1-0002	산업단지	사천사남	경남 사천시 사남면 방지리 200	32	2	5.61	7.5	1136	0.1	-168	17.6	191.8	11.9	27.4	25.6	124.7	115.3	313	불검출	불검출	불검출	불검출	0.009	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.65
2013	4분기	GN-YAS-E1-0001	산업단지	양산교동	경남 양산시 교동 90	7.5	1	1.47	6.5	371	1.1	305	17	34.2	2.7	17.9	9.2	31.4	45.4	75	불검출	10.9	2.5	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	130	0.93
2013	4분기	GN-YAS-E1-0002	산업단지	양산교동	경남 양산시 교동 90	36	2	1.44	7	345	0.3	295	16.4	27.2	3	21.6	9.2	24	48.3	74	불검출	10.4	2.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	5	0.93
2013	4분기	GN-YAS-E1-0003	산업단지	양산북정	경남 양산시 북정동 383	10	1	4.5	6.3	522	1.4	183	18.4	28.5	11.4	55.4	9.8	21.4	35.6	215	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	GN-YAS-E1-0004	산업단지	양산북정	경남 양산시 북정동 383	30	2	4.41	7.2	532	0.1	152	17.2	87.9	3.2	24.5	6.7	42.8	15.7	217	불검출	불검출	불검출	불검출	0.01	-	-	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	GB-YJU-E1-0004	산업단지	영주대촌	경북 영주시 봉현면 대촌리 170번지	80	3	기존공	6.1	232	2	185	9.1	15.9	1.6	18.8	4	11.4	10.6	63	불검출	31.6	7.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	5.08
2013	4분기	US-DGU-E1-0001	산업단지	울산방어	울산시 동구 방어동 1053	10	1	4.67	6.1	630	0.7	326	17.6	62.4	2.3	32.8	20.6	32.7	88.9	165	불검출	23.4	5.3	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.15
2013	4분기	US-DGU-E1-0002	산업단지	울산방어	울산시 동구 방어동 1053	30	2	5.84	6.3	724	0.1	270	17	60.2	3.1	54.6	24.4	36.2	99.6	200	불검출	27.2	6.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.05
2013	4분기	US-NMU-E1-0001	산업단지	울산선암	울산시 남구 선암동 180	10	1	6.11	5.8	367	1.2	228	15.8	36.2	0.8	22.2	9.4	41.7	19.2	92	불검출	5.2	1.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	2	0.58
2013	4분기	US-NMU-E1-0002	산업단지	울산선암	울산시 남구 선암동 180	30	2	6.55	7.2	599	0.1	210	15.5	21.5	1.1	54	30.6	41.8	4.5	266	불검출	1.1	0.2	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.45
2013	4분기	US-UJU-E1-0001	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	10	1	0.5	7.5	578	0.3	148	15.6	38.2	4.9	41.6	23.6	76.4	22.9	164	불검출	1.1	0.2	불검출	0.01	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.94
2013	4분기	US-UJU-E1-0002	산업단지	울산청량	울산시 울주군 청량면 상남리 595-7	30	2	자분정	7.7	593	0.1	131	15.4	46.6	2.4	45.2	18.7	73.3	13.5	186	불검출	불검출	불검출	불검출	0.02	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	US-BKU-E1-0001	산업단지	울산효문	울산시 북구 효문동 767	10	1	3.73	6	402	3.4	303	15.7	45.2	5.2	8.9	6.7	33.6	63.2	55	불검출	16.4	3.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	US-BKU-E1-0002	산업단지	울산효문	울산시 북구 효문동 767	25	2	5.36	5.8	625	1.9	300	15.5	52.8	6.2	21.4	20.2	88.6	82.5	46	불검출	37.2	8.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.1
2013	4분기	CB-UMS-E1-0001	산업단지	음성대풍	충북 음성군 대소면 대풍리 38-2	80	3	4.76	6.6	268	6	320	14.6	15.6	1.2	20.3	7.4	11.7	9.1	87	불검출	16.5	3.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.13
2013	4분기	GN-URG-E1-0004	하수처리시설	의령무전	경남 의령군 의령읍 무전리 78번지	160	3	기존공	6.7	627	1.6	31	14.8	28.8	0.9	108.3	14.7	22.6	128.1	241	불검출	4.4	1	불검출	불검출	불검출	불검출	불검출	불검출	0.02	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	4분기	GW-JSN-E1-0013	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	7.5	1	4.89	7.7	408	6.4	104	13.9	6.8	2	69.2	8.9	12.7	97.8	124	불검출	7.8	1.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.06
2013	4분기	GW-JSN-E1-0014	폐광산	정선남면	강원도 정선군 남면 낙동리 336-9	27	2	4.86	7.8	422	6.9	86	12.2	5.9	2.1	61.7	7.3	11.6	72.8	102	불검출	9.2	2.1	불검출	0.005	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.05
2013	4분기	GW-JSN-E1-0009	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	10	1	4.88	6.8	393	2.2	183	14.1	11.2	4.5	62.5	6.7	12.2	22.8	170	불검출	24.4	5.5	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.11
2013	4분기	GW-JSN-E1-0010	폐광산	정선봉산	강원도 정선군 임계면 봉산리 241-18	30	2	4.92	7.4	403	2.1	96	13.3	34.6	3	50.8	6.8	18.3	29.1	175	불검출	21.2	4.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.75
2013	4분기	GW-JSN-E1-0011	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	10	1	4.32	7.3	355	7.8	123	11.5	5.1	2.1	56.8	6.8	11.2	21.4	122	불검출	43.3	9.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.13
2013	4분기	GW-JSN-E1-0012	폐광산	정선용산	강원도 정선군 임계면 용산2리 536	30	2	4.39	8.3	376	2.6	76	11.5	36.1	11.2	33	6.5	11.7	24.2	147	불검출	29.2	6.6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	GW-JSN-E1-0007	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	10	1	4.1	6.1	278	4.6	94	14.4	10.9	3.2	39.2	5.9	17.1	15	90	불검출	30.3	6.8	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.12
2013	4분기	GW-JSN-E1-0008	폐광산	정선임계	강원도 정선군 임계면 송계리 773-1	34	2	4.12	8	1022	0.7	30	12.8	109.8	6.9	13.6	7.4	65.9	12.2	237	불검출	2.6	0.6	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.94
2013	4분기	CB-GPN-E1-0001	산업단지	증평미암	충북 증평군 증평읍 미암리 603	100	3	2.64	7	255	5.5	272	14.8	18.9	1.2	15.2	5.5	13.9	12.7	63	불검출	20.7	4.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.08
2013	4분기	GN-HIN-E1-0004	산업단지	진주상평	경남 진주시 상평동 268-2	10	1	5.85	6.3	364	2.3	254	16.6	32.1	3.8	40.3	4.7	33.9	25.9	73	불검출	51.2	11.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	20.5
2013	4분기	GN-HIN-E1-0005	산업단지	진주상평	경남 진주시 상평동 268-2	29	2	6.06	6.2	295	0.7	156	17.5	23.2	1.3	21.1	8.2	29.7	15	54	불검출	35.9	8.1	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	0.18
2013	4분기	GN-HIN-E1-0014	하수처리시설	진주소문	경남 진주시 문산읍 소문리 786-1번지	111	3	기존공	7	476	0.1	-49	11.2	50	1	57.8	6.2	24.7	64.3	190	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	5	0.37
2013	4분기	GN-HIN-E1-0006	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	15	1	10.92	6.3	588	3	200	15.1	29	1.8	65.2	22.1	79.8	36.1	147	불검출	37.7	8.5	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	0.17
2013	4분기	GN-HIN-E1-0007	폐광산	진주지수	경남 진주시 지수면 청원리 411-2	29	2	10.33	6.5	575	2.8	168	15	26.3	1.7	65.2	21.8	69.6	35.4	163	불검출	34.8	7.8	불검출	불검출	-	-	-	불검출	불검출	-	-	-	-	-	-	-	<2	0.08
2013	4분기	CB-JIC-E1-0007	산업단지	진천광혜원	충북 진천군 광혜원면 광혜원리	140	3	3.64	6.2	543	0.4	210	13.5	27.6	1.5	49.3	14.8	75	12.1	132	불검출	3.1	0.7	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	0.005	0.001	불검출	2	76.4
2013	4분기	GN-CWN-E1-0001	광산	창원월계	경남 창원시 의창구 북면 월계리103-1번지	120	3	기존공	7.3	532	0.5	313	17	33.7	0.5	70.1	4.2	41.2	57.1	138	불검출	13.5	3.1	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.65
2013	4분기	GN-CWN-E1-0002	광산	창원화양	경남 창원시 의창구 동읍 화양리 41번지	155	3	기존공	7.7	239	2.5	295	16.7	27.6	0.2	19.7	0.6	7.7	35	67	불검출	1	0.2	불검출	0.009	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.38
2013	4분기	CB-CHW-E1-0007	산업단지	청원양청	충북 청원군 오창읍 양청리 811	120	3	기존공	6.8	235	2.7	93	15.5	20.8	12.8	13.4	1.8	15.3	5.3	79	불검출	2.7	0.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	9.64
2013	4분기	GW-PCG-E1-0010	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	10	1	7.74	7.8	436	6.8	68	11.3	27.2	1.8	50.7	5.4	32.7	11.4	13	불검출	156.8	35.4	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	10.7
2013	4분기	GW-PCG-E1-0011	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	27	2	7.82	7.2	267	5	-14	10.2	18.8	1.2	21.1	5.5	19.7	3.8	31	불검출	67.3	15.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.91
2013	4분기	GW-PCG-E1-0012	기타(축산/농업지역)	평창대관령	강원도 평창군 대관령면 횡계1리 335-1	100	3	기존공	7.9	322	3.7	61	8.1	20	1.3	31.3	5.2	16.2	7	71	불검출	52.5	11.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	8.95
2013	4분기	GW-PCG-E1-0007	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	10	1	5.52	6.6	245	7.6	79	9.3	15.6	1.1	17.6	2.7	26.7	4.2	38	불검출	12.7	2.9	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.92
2013	4분기	GW-PCG-E1-0008	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	25	2	5.52	6.2	1074	4.4	82	9.8	29.3	1.6	102.2	20.7	197.1	3.3	77	불검출	32.4	7.3	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.27
2013	4분기	GW-PCG-E1-0009	기타(축산/농업지역)	평창횡계	강원도 평창군 대관령면 횡계리 198-2	100	3	기존공	7	635	6.5	85	9.5	24.8	1.4	50	12.6	87.4	불검출	68	불검출	53.8	12.2	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	불검출	<2	0.06
2013	4분기	GG-PTK-E1-0007	산업단지	평택노와	경기도 평택시 팽성읍 노와리 155-1	80	3	기존공	6.8	374	7.8	289	14.4	23	1.4	24.9	8.4	41.3	9.3	50	불검출	45.8	10.4	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.09
2013	4분기	GB-KPO-E1-0008	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	10	1	1.61	7.7	1190	2.2	-8	9.5	124.1	53.8	79.6	33.3	164.8	165.4	261	불검출	불검출	불검출	불검출	0.015	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.93
2013	4분기	GB-KPO-E1-0009	산업단지	포항연일	경북 포항시 남구 연일읍 동문리 47-1	30	2	4.24	7.6	2680	0	-217	14.9	549.2	46	50.1	52.7	681.7	3	600	불검출	불검출	불검출	불검출	불검출	-	불검출	-	0.02	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.91
2013	4분기	GB-KPO-E1-0004	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	10	1	5.42	5.9	833	2.3	145	15.6	53	12.4	99.5	30.8	27.9	345.4	69	불검출	16.1	3.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.09
2013	4분기	GB-KPO-E1-0005	산업단지	포항인덕	경북 포항시 남구 인덕동 161-1	33	2	11.18	5.6	285	0.1	32	16.7	39.2	3.6	4.8	5.4	27.2	72.5	27	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.19
2013	4분기	GB-KPO-E1-0006	산업단지	포항청림	경북 포항시 남구 청림동 914-2	10	1	5.93	6.4	480	2.4	99	16	43.3	8.6	29.3	13.4	43.9	66.9	90	불검출	11.5	2.6	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.27
2013	4분기	GB-KPO-E1-0007	산업단지	포항청림	경북 포항시 남구 청림동 914-2	30	2	5.95	7.8	1410	0.1	-201	16.9	278.6	8.5	8.6	4.3	269.6	3.8	326	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	-	0.19
2013	4분기	GB-KPO-E1-0010	산업단지	포항호동	경북 포항시 남구 호동 628	10	1	6.26	6.3	2290	1.8	-10	17	98.6	14.5	414.8	113	18	1468.6	345	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	77.8
2013	4분기	GB-KPO-E1-0011	산업단지	포항호동	경북 포항시 남구 호동 628	30	2	6.65	6.7	2830	0.1	-103	16.9	627.6	10	78.4	27.6	31.9	945.2	647	불검출	불검출	불검출	불검출	불검출	-	불검출	-	불검출	불검출	-	-	-	불검출	불검출	불검출	불검출	<2	36.8
